,Filing Name,Filing Date,Filing Type,Industry,Province,Link
565,1902408 Ontario,2019-01-07,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/1902408-ontario/
566,Terra Nova Transport,2018-12-28,Bankruptcy,Transportation,New Brunswick,https://insolvencyinsider.ca/filing/terra-nova-transport/
567,244931 Ontario,2018-12-21,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/244931-ontario/
568,Coredent Partnership,2018-12-21,Receivership,Healthcare,Alberta,https://insolvencyinsider.ca/filing/coredent-partnership/
569,2423403 Ontario,2018-12-21,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/2423403-ontario/
570,V.A. Transport,2018-12-21,CCAA,Transportation,Quebec,https://insolvencyinsider.ca/filing/v-a-transport/
571,Hughson Trucking,2018-12-20,Receivership,Transportation,Alberta,https://insolvencyinsider.ca/filing/hughson-trucking/
572,WEQ Holdings (formerly WesternOne) (TSX:WEQ),2018-12-17,Liquidation,Other,British Columbia,https://insolvencyinsider.ca/filing/weq-holdings-formerly-westernone-tsxweq/
573,Nisga’a Pacific Ventures Limited Partnership and Nisga’a Pacific Ventures Ltd.,2018-12-14,Receivership,Professional Services,British Columbia,https://insolvencyinsider.ca/filing/nisgaa-pacific-ventures-limited-partnership-and-nisgaa-pacific-ventures-ltd/
574,Ontario Orthotic Lab,2018-12-13,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/ontario-orthotic-lab/
575,Eztia Furnishings,2018-12-12,Receivership,Distribution,Alberta,https://insolvencyinsider.ca/filing/eztia-furnishings/
576,Group Collette,2018-12-07,NOI,Construction,Quebec,https://insolvencyinsider.ca/filing/group-collette/
577,Royal Canadian Bedrock,2018-12-06,Receivership,Distribution,Ontario,https://insolvencyinsider.ca/filing/royal-canadian-bedrock/
578,2423402 Ontario Inc.,2018-12-06,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/2423402-ontario-inc/
579,2556733 Ontario,2018-12-06,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/2556733-ontario/
580,Klokwerks,2018-12-04,NOI,Technology,Ontario,https://insolvencyinsider.ca/filing/klokwerks/
581,68 Belgrave Avenue,2018-12-04,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/68-belgrave-avenue/
582,Atlas Healthcare (Richmond Hill),2018-12-03,Receivership,Healthcare,Ontario,https://insolvencyinsider.ca/filing/atlas-healthcare-richmond-hill/
583,Laplante Welding of Cornwall,2018-12-03,Bankruptcy,Construction,Ontario,https://insolvencyinsider.ca/filing/laplante-welding-of-cornwall-2/
584,Forme Development Group,2018-11-30,CCAA,Real Estate,Ontario,https://insolvencyinsider.ca/filing/forme-development-group/
585,Carpet Art Deco,2018-11-29,NOI,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/carpet-art-deco/
586,R.I.I. North America,2018-11-29,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/r-i-i-north-america/
587,2508342 Ontario,2018-11-28,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/2508342-ontario/
588,C & E Canada,2018-11-28,NOI,Retail,Quebec,https://insolvencyinsider.ca/filing/c-e-canada/
589,Diversified Metal Engineering (DME),2018-11-26,Receivership,Manufacturing,Prince Edward Island,https://insolvencyinsider.ca/filing/diversified-metal-engineering-dme/
590,Icarus Power Generation,2018-11-23,NOI,Professional Services,Ontario,https://insolvencyinsider.ca/filing/icarus-power-generation/
591,Arte Group,2018-11-23,Receivership,Construction,Alberta,https://insolvencyinsider.ca/filing/arte-group/
592,Western Manufacturing,2018-11-21,Bankruptcy,Manufacturing,Alberta,https://insolvencyinsider.ca/filing/western-manufacturing/
593,Escape Realty,2018-11-21,Bankruptcy,Construction,Alberta,https://insolvencyinsider.ca/filing/escape-realty/
594,Red Eagle Mining (TSX:R),2018-11-21,Receivership,Mining,British Columbia,https://insolvencyinsider.ca/filing/red-eagle-mining-tsxr/
595,Gestion Maison Éthier and Gestion Immobilière Maison Éthier,2018-11-19,CCAA,Retail,Quebec,https://insolvencyinsider.ca/filing/gestion-maison-ethier-and-gestion-immobiliere-maison-ethier/
596,Dans un Jardin,2018-11-19,NOI,Retail,Quebec,https://insolvencyinsider.ca/filing/dans-un-jardin/
597,Forma-Con,2018-11-19,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/forma-con/
598,Cangap et al.,2018-11-15,Receivership,Financial Services,Ontario,https://insolvencyinsider.ca/filing/cangap-et-al/
599,Hashtag Electric,2018-11-14,Bankruptcy,Other,Ontario,https://insolvencyinsider.ca/filing/hashtag-electric/
600,Stantive Technologies Group,2018-11-14,NOI,Technology,Ontario,https://insolvencyinsider.ca/filing/stantive-technologies-group/
601,Sports Villas Resort,2018-11-12,Receivership,Food & Accommodation,Newfoundland,https://insolvencyinsider.ca/filing/sports-villas-resort/
602,OpenHydro Technology Canada,2018-11-07,CCAA,Biotech,Nova Scotia,https://insolvencyinsider.ca/filing/openhydro-technology-canada/
603,Money Gate Mortgage Investment Corporation,2018-11-06,Receivership,Financial Services,Ontario,https://insolvencyinsider.ca/filing/money-gate-mortgage-investment-corporation/
604,Southwark Developments,2018-11-05,Bankruptcy,Construction,Alberta,https://insolvencyinsider.ca/filing/southwark-developments/
605,British Bazaar Company and British Confectionery Company,2018-11-05,NOI,Distribution,Newfoundland,https://insolvencyinsider.ca/filing/british-bazaar-company-and-british-confectionery-company/
606,JTL Industries,2018-10-31,Bankruptcy,Manufacturing,Saskatchewan,https://insolvencyinsider.ca/filing/jtl-industries/
607,"58, 76 and 82 Old Kennedy Development",2018-10-26,NOI,Real Estate,Ontario,https://insolvencyinsider.ca/filing/58-76-and-82-old-kennedy-development/
608,Royal Électrique,2018-10-26,NOI,Other,Quebec,https://insolvencyinsider.ca/filing/royal-electrique/
609,Fluid Brands,2018-10-25,NOI,Retail,Ontario,https://insolvencyinsider.ca/filing/fluid-brands/
610,2333-4600 Quebec,2018-10-25,Bankruptcy,Food & Accommodation,Quebec,https://insolvencyinsider.ca/filing/2333-4600-quebec/
611,Alum-Tek Industries,2018-10-19,NOI,Manufacturing,British Columbia,https://insolvencyinsider.ca/filing/alum-tek-industries/
612,Northern Precast,2018-10-19,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/northern-precast/
613,4002911 Canada,2018-10-18,NOI,Other,Quebec,https://insolvencyinsider.ca/filing/4002911-canada/
614,1663284 Ontario,2018-10-16,Bankruptcy,Other,Ontario,https://insolvencyinsider.ca/filing/1663284-ontario/
615,Voyage Vasco Saint-Eustache des Patriotes,2018-10-15,Other,Other,Quebec,https://insolvencyinsider.ca/filing/voyage-vasco-saint-eustache-des-patriotes/
616,Vacances Sinorama,2018-10-12,Bankruptcy,Transportation,Quebec,https://insolvencyinsider.ca/filing/vacances-sinorama-3/
617,Harvest Fraser Richmond Organics,2018-10-12,CCAA,Cleantech,British Columbia,https://insolvencyinsider.ca/filing/harvest-fraser-richmond-organics/
618,Purewal Blueberry Farms,2018-10-11,CCAA,Agriculture,British Columbia,https://insolvencyinsider.ca/filing/purewal-blueberry-farms/
619,Vacances Sinorama,2018-10-10,Bankruptcy,Other,Quebec,https://insolvencyinsider.ca/filing/vacances-sinorama-2/
620,2332361 Ontario,2018-10-10,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/2332361-ontario/
621,"Escalade IT Solutions, Escalade IT, Escalade Information Technology Solutions",2018-10-04,Bankruptcy,Professional Services,Ontario,https://insolvencyinsider.ca/filing/escalade-it-solutions-escalade-it-escalade-information-technology-solutions/
622,Basin Mine Limited Partnership,2018-10-03,NOI,Mining,British Columbia,https://insolvencyinsider.ca/filing/basin-mine-limited-partnership/
623,Alfacon Solutions,2018-10-01,NOI,Distribution,Ontario,https://insolvencyinsider.ca/filing/alfacon-solutions/
624,Bijouterie Création Thibaudeau,2018-09-24,NOI,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/bijouterie-creation-thibaudeau/
625,Hillview Park Condominium,2018-09-20,Other,Real Estate,Alberta,https://insolvencyinsider.ca/filing/hillview-park-condominium/
626,Carbecco Design & Construction,2018-09-20,NOI,Construction,Quebec,https://insolvencyinsider.ca/filing/carbecco-design-construction/
627,Intelligent Mechatronic Systems (“IMS”) and Ridetones,2018-09-14,Receivership,Technology,Ontario,https://insolvencyinsider.ca/filing/intelligent-mechatronic-systems-ims-and-ridetones/
628,Restoration Energy,2018-09-14,Receivership,Professional Services,Alberta,https://insolvencyinsider.ca/filing/restoration-energy/
629,156696 Alberta,2018-09-14,Bankruptcy,Other,Alberta,https://insolvencyinsider.ca/filing/156696-alberta/
630,Boss Logo Print & Graphics,2018-09-14,Receivership,Printing,Ontario,https://insolvencyinsider.ca/filing/boss-logo-print-graphics/
631,The Kraus Group,2018-09-11,CCAA,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/the-kraus-group/
632,Sameh Sadek,2018-09-11,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/sameh-sadek/
633,Sumo Sumo,2018-09-06,NOI,Food & Accommodation,Alberta,https://insolvencyinsider.ca/filing/sumo-sumo/
634,Great Slave Helicopters,2018-09-04,CCAA,Transportation,Alberta / Northwest Territories,https://insolvencyinsider.ca/filing/great-slave-helicopters/
635,Oxford Advanced Imaging,2018-08-29,Other,Healthcare,Ontario,https://insolvencyinsider.ca/filing/oxford-advanced-imaging/
636,Intema Solutions (TSX-V:ITM),2018-08-29,CCAA,Professional Services,Quebec,https://insolvencyinsider.ca/filing/intema-solutions-tsx-vitm/
637,536141 Yukon (formerly Northern Industrial Sales Yukon) and 4398548 Canada (formerly Northern Industrial Sales),2018-08-28,Bankruptcy,Distribution,Yukon,https://insolvencyinsider.ca/filing/536141-yukon-formerly-northern-industrial-sales-yukon-and-4398548-canada-formerly-northern-industrial-sales/
638,Diagonal Oil & Gas,2018-08-24,Bankruptcy,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/diagonal-oil-gas/
639,2301132 Ontario and 2309840 Ontario,2018-08-24,NOI,Other,Ontario,https://insolvencyinsider.ca/filing/2301132-ontario-and-2309840-ontario/
640,SM Group,2018-08-24,CCAA,Construction,Quebec,https://insolvencyinsider.ca/filing/sm-group/
641,Niska North,2018-08-24,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/niska-north/
642,Nazeema Rajabali Professional Corporation,2018-08-23,Receivership,Professional Services,Alberta,https://insolvencyinsider.ca/filing/nazeema-rajabali-professional-corporation/
643,Laplante Welding of Cornwall,2018-08-20,NOI,Construction,Ontario,https://insolvencyinsider.ca/filing/laplante-welding-of-cornwall/
644,Aralez Pharmaceuticals (TSX:ARZ),2018-08-10,CCAA,Healthcare,Ontario,https://insolvencyinsider.ca/filing/aralez-pharmaceuticals-tsxarz/
645,IPAX Clinic,2018-08-09,Bankruptcy,Healthcare,Alberta,https://insolvencyinsider.ca/filing/ipax-clinic/
646,Athanasios Kouremenos Pharmacien,2018-08-09,Receivership,Healthcare,Quebec,https://insolvencyinsider.ca/filing/athanasios-kouremenos-pharmacien/
647,Safety Seal Plastics,2018-08-07,Receivership,Printing,Ontario,https://insolvencyinsider.ca/filing/safety-seal-plastics/
648,Charcuterie Parisienne,2018-08-06,NOI,Food & Accommodation,Quebec,https://insolvencyinsider.ca/filing/charcuterie-parisienne/
649,Union Waterfront,2018-08-03,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/union-waterfront/
650,Hatsize Learning,2018-08-03,Receivership,Education,Alberta,https://insolvencyinsider.ca/filing/hatsize-learning/
651,Campagna,2018-08-03,NOI,Automotive,Quebec,https://insolvencyinsider.ca/filing/campagna/
652,Park Terrace Development,2018-08-02,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/park-terrace-development/
653,10148369 Canada,2018-08-02,Bankruptcy,Other,Quebec,https://insolvencyinsider.ca/filing/10148369-canada/
654,2546456 Ontario,2018-07-30,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/2546456-ontario/
655,1041951 Alberta (formerly Prestigious Properties),2018-07-30,Bankruptcy,Real Estate,Alberta,https://insolvencyinsider.ca/filing/1041951-alberta-formerly-prestigious-properties/
656,First Access Funding,2018-07-27,Proposal,Financial Services,Alberta / Ontario,https://insolvencyinsider.ca/filing/first-access-funding/
657,Impopharma,2018-07-25,NOI,Healthcare,Ontario,https://insolvencyinsider.ca/filing/impopharma/
658,Vacances Sinorama,2018-07-24,Other,Transportation,Quebec,https://insolvencyinsider.ca/filing/vacances-sinorama/
659,Ingenious Packaging,2018-07-24,Receivership,Professional Services,Ontario,https://insolvencyinsider.ca/filing/ingenious-packaging/
660,Virk Hospitality,2018-07-23,Receivership,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/virk-hospitality/
661,CrowdSpark Technology,2018-07-18,Bankruptcy,Technology,Ontario,https://insolvencyinsider.ca/filing/crowdspark-technology/
662,Canadian Exotic Grains,2018-07-17,NOI,Agriculture,Saskatchewan,https://insolvencyinsider.ca/filing/canadian-exotic-grains/
663,Brican Automated Systems,2018-07-16,Bankruptcy,Technology,Ontario,https://insolvencyinsider.ca/filing/brican-automated-systems/
664,Seaway Travel Centre,2018-07-16,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/seaway-travel-centre/
665,Concept Electric,2018-07-16,Receivership,Professional Services,Alberta,https://insolvencyinsider.ca/filing/concept-electric/
666,Sage Gold (TSXV:SGX),2018-07-13,Interim Receivership,Mining,Ontario,https://insolvencyinsider.ca/filing/sage-gold-tsxvsgx/
667,Delfan Energy Resources,2018-07-10,Bankruptcy,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/delfan-energy-resources/
668,Burry’s Shipyard,2018-07-10,NOI,Professional Services,Newfoundland,https://insolvencyinsider.ca/filing/burrys-shipyard/
669,The OpsMobil Group,2018-07-10,CCAA,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/the-opsmobil-group/
670,211 Ivy Inc,2018-07-09,Receivership,Other,Ontario,https://insolvencyinsider.ca/filing/211-ivy-inc/
671,Kolsy Homes,2018-07-09,CCAA,Real Estate,Saskatchewan,https://insolvencyinsider.ca/filing/kolsy-homes/
672,Luxury and Sports Cars,2018-07-04,Interim Receivership,Automotive,Ontario,https://insolvencyinsider.ca/filing/luxury-and-sports-cars/
673,Messenger Freight Systems,2018-07-02,NOI,Transportation,Ontario,https://insolvencyinsider.ca/filing/messenger-freight-systems/
674,Urbancorp Renewable Power,2018-06-28,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/urbancorp-renewable-power/
675,TELoIP,2018-06-27,CCAA,Technology,Ontario,https://insolvencyinsider.ca/filing/teloip/
676,6974406 Canada,2018-06-26,Bankruptcy,Other,Quebec,https://insolvencyinsider.ca/filing/6974406-canada/
677,Outaouais Rock,2018-06-21,NOI,Entertainment,Quebec,https://insolvencyinsider.ca/filing/outaouais-rock/
678,2120 Dundas Holdings and several other related real estate holding companies,2018-06-19,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/2120-dundas-holdings-and-several-other-related-real-estate-holding-companies/
679,Surface Heat Treat & Coatings,2018-06-15,NOI,Professional Services,Ontario,https://insolvencyinsider.ca/filing/surface-heat-treat-coatings/
680,Corner Equipment,2018-06-15,NOI,Other,Manitoba,https://insolvencyinsider.ca/filing/corner-equipment/
681,Normand Excavation,2018-06-14,Receivership,Construction,Ontario,https://insolvencyinsider.ca/filing/normand-excavation/
682,TheRedPin,2018-06-14,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/theredpin/
683,Syrion Corporation,2018-06-14,Receivership,Professional Services,Ontario,https://insolvencyinsider.ca/filing/syrion-corporation/
684,Greatex Mills,2018-06-13,NOI,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/greatex-mills/
685,Aspen Air,2018-06-12,NOI,Manufacturing,Alberta,https://insolvencyinsider.ca/filing/aspen-air/
686,982 Film Fund,2018-06-12,Bankruptcy,Financial Services,Alberta,https://insolvencyinsider.ca/filing/982-film-fund/
687,PE Consulting,2018-06-08,Receivership,Professional Services,British Columbia,https://insolvencyinsider.ca/filing/pe-consulting/
688,Stone Hammer Brewing,2018-05-30,Bankruptcy,Food & Accommodation,Ontario,https://insolvencyinsider.ca/filing/stone-hammer-brewing/
689,Blutip Power Technologies,2018-05-30,Bankruptcy,Technology,Ontario,https://insolvencyinsider.ca/filing/blutip-power-technologies/
690,"Textbook Ross Park, Textbook (774 Bronson Avenue) and McMurray Street Investments",2018-05-30,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/textbook-ross-park-textbook-774-bronson-avenue-and-mcmurray-street-investments/
691,"Purcell Basin Minerals, Bul River Mineral Corporation, Gallowai Metal Mining, Grand Mineral Corporation and Stanfield Mining Group",2018-05-29,CCAA,Mining,British Columbia,https://insolvencyinsider.ca/filing/purcell-basin-minerals/
692,BioAmber Sarnia and BioAmber Canada,2018-05-24,CCAA,Cleantech,Quebec,https://insolvencyinsider.ca/filing/bioamber-sarnia-and-bioamber-canada-2/
693,Crossline Auto Group,2018-05-18,Receivership,Automotive,Alberta,https://insolvencyinsider.ca/filing/crossline-auto-group/
694,Ladacor,2018-05-18,Receivership,Manufacturing,Alberta,https://insolvencyinsider.ca/filing/ladacor/
695,Mustang Well Services,2018-05-17,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/mustang-well-services/
696,Mt. Cross Pharmacy,2018-05-16,Interim Receivership,Retail,Ontario,https://insolvencyinsider.ca/filing/mt-cross-pharmacy/
697,Groupe Traiteur,2018-05-15,NOI,Food & Accommodation,Quebec,https://insolvencyinsider.ca/filing/groupe-traiteur/
698,Reliable Bookbinders,2018-05-14,Bankruptcy,Printing,Ontario,https://insolvencyinsider.ca/filing/reliable-bookbinders/
699,Rockport Blocker and Rockport Canada et al.,2018-05-14,Foreign Recognition Order,Retail,Ontario,https://insolvencyinsider.ca/filing/rockport-blocker-and-rockport-canada-et-al/
700,Wavefront Innovation Society,2018-05-14,Bankruptcy,Technology,British Columbia,https://insolvencyinsider.ca/filing/wavefront-innovation-society/
701,PTL Group,2018-05-11,Receivership,Construction,NA,https://insolvencyinsider.ca/filing/ptl-group/
702,Beaufort Delta Petroleum,2018-05-11,Bankruptcy,Distribution,Northwest Territories,https://insolvencyinsider.ca/filing/beaufort-delta-petroleum/
703,3291735 Nova Scotia Limited,2018-05-11,Receivership,Real Estate,Nova Scotia,https://insolvencyinsider.ca/filing/3291735-nova-scotia/
704,Clayton Construction,2018-05-08,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/clayton-construction/
705,Splash Canyon Waterpark & Resort,2018-05-07,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/splash-canyon-waterpark-resort/
706,BioAmber Sarnia and BioAmber Canada,2018-05-04,NOI,Cleantech,Quebec,https://insolvencyinsider.ca/filing/bioamber-sarnia-and-bioamber-canada/
707,Innovative Steam Technologies,2018-05-01,Receivership,Cleantech,Ontario,https://insolvencyinsider.ca/filing/innovative-steam-technologies/
708,VI Fitness Centres Inc.,2018-05-01,Bankruptcy,Other,British Columbia,https://insolvencyinsider.ca/filing/vi-fitness-centres-inc/
709,Global Flow,2018-05-01,NOI,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/global-flow/
710,Direction Nord-Sud,2018-04-27,Interim Receivership,Transportation,Quebec,https://insolvencyinsider.ca/filing/direction-nord-sud/
711,6998674 Canada,2018-04-27,Bankruptcy,Other,Quebec,https://insolvencyinsider.ca/filing/6998674-canada/
712,Best Option Staffing Solutions,2018-04-27,NOI,Professional Services,Ontario,https://insolvencyinsider.ca/filing/best-option-staffing-solutions/
713,Requisite Energy Services,2018-04-24,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/requisite-energy-services/
714,Building & Development Mortgages Canada,2018-04-20,Other,Real Estate,Ontario,https://insolvencyinsider.ca/filing/building-development-mortgages-canada/
715,Gemini Corporation (TSX-V: GKX),2018-04-19,Receivership,Professional Services,Alberta,https://insolvencyinsider.ca/filing/gemini-corporation-tsxv-gkx/
716,Wicker Emporium,2018-04-18,CCAA,Retail,Nova Scotia,https://insolvencyinsider.ca/filing/wicker-emporium/
717,Agriculture Technology Inc and several related companies,2018-04-18,Receivership,Cleantech,Ontario,https://insolvencyinsider.ca/filing/agriculture-technology-inc-and-several-related-companies/
718,Surefire Bioenergy,2018-04-17,Receivership,Cleantech,Ontario,https://insolvencyinsider.ca/filing/surefire-bioenergy/
719,Greencore Composites,2018-04-16,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/greencore-composites/
720,4 Birchmount Road,2018-04-13,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/4-birchmount-road/
721,Control Mobile,2018-04-12,Receivership,Technology,British Columbia,https://insolvencyinsider.ca/filing/control-mobile/
722,Taylor Steel and Stainless,2018-04-10,Bankruptcy,Manufacturing,Quebec,https://insolvencyinsider.ca/filing/taylor-steel-and-stainless/
723,HB Solar Canada,2018-04-10,NOI,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/hb-solar-canada/
724,Syncordia Technologies and Health Solutions (TSX-V: SYN),2018-04-06,Receivership,Healthcare,Ontario,https://insolvencyinsider.ca/filing/syncordia-technologies-and-health-solutions-tsx-v-syn/
725,Nine West Canada LP,2018-04-06,NOI,Retail,Ontario,https://insolvencyinsider.ca/filing/nine-west-canada-lp/
726,HCT Metal Manufacturing,2018-04-04,Receivership,Manufacturing,Alberta,https://insolvencyinsider.ca/filing/hct-metal-manufacturing/
727,Floridus,2018-04-03,Receivership,Distribution,Ontario,https://insolvencyinsider.ca/filing/floridus/
728,4339274 Canada (formerly Norterra),2018-03-29,Bankruptcy,Transportation,Alberta,https://insolvencyinsider.ca/filing/4339274-canada-formerly-norterra/
729,1514657 Ontario,2018-03-29,Bankruptcy,Other,Quebec,https://insolvencyinsider.ca/filing/1514657-ontario/
730,Sequoia Resources Corporation,2018-03-23,Bankruptcy,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/sequoia-resources-corporation-2/
731,9248-3312 Quebec,2018-03-23,Bankruptcy,Other,Quebec,https://insolvencyinsider.ca/filing/9248-3312-quebec/
732,Discovery Air,2018-03-21,CCAA,Transportation,Ontario,https://insolvencyinsider.ca/filing/discovery-air/
733,Storm Rentals,2018-03-21,Receivership,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/storm-rentals/
734,665670 NB,2018-03-20,Receivership,Other,New Brunswick,https://insolvencyinsider.ca/filing/665670-nb/
735,"Wheeler Funeral Home, Cemetery and Crematorium",2018-03-20,Receivership,Other,Manitoba,https://insolvencyinsider.ca/filing/wheeler-funeral-home-cemetery-and-crematorium/
736,Royer Developments 2015,2018-03-19,NOI,Professional Services,Alberta,https://insolvencyinsider.ca/filing/royer-developments-2015/
737,Whitemud Mechanical,2018-03-19,Bankruptcy,Professional Services,Alberta,https://insolvencyinsider.ca/filing/whitemud-mechanical/
738,Skymark Properties 1,2018-03-19,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/skymark-properties-1/
739,DG Web Developments,2018-03-09,Bankruptcy,Other,Alberta,https://insolvencyinsider.ca/filing/dg-web-developments/
740,Web Mechanical Services,2018-03-09,Bankruptcy,Professional Services,Alberta,https://insolvencyinsider.ca/filing/web-mechanical-services/
741,"Gemma Communications, Gemma GP Corp and Akron Insurance",2018-03-09,Bankruptcy,Financial Services,Ontario,https://insolvencyinsider.ca/filing/gemma-communications-gemma-gp-corp-and-akron-insurance/
742,Sequoia Resources Corporation,2018-03-02,NOI,Oil and Gas,Alberta,https://insolvencyinsider.ca/filing/sequoia-resources-corporation/
743,BionX Canada,2018-02-27,Receivership,Manufacturing,Ontario,https://insolvencyinsider.ca/filing/bionx-canada/
744,Western Precast Group,2018-02-07,Receivership,Manufacturing,Alberta,https://insolvencyinsider.ca/filing/western-precast-group/
745,Écolait,2017-11-02,NOI,Agriculture,Quebec,https://insolvencyinsider.ca/filing/ecolait/
746,ReidBuilt,2017-11-02,Receivership,Real Estate,Alberta,https://insolvencyinsider.ca/filing/reidbuilt/
747,Spareparts,2017-10-31,CCAA,Retail,Alberta,https://insolvencyinsider.ca/filing/spareparts/
748,BuildDirect,2017-10-31,CCAA,Technology,British Columbia,https://insolvencyinsider.ca/filing/builddirect/
749,1735549 Ontario,2017-10-27,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/1735549-ontario/
750,2203284 Ontario,2017-06-22,Receivership,Real Estate,Ontario,https://insolvencyinsider.ca/filing/2203284-ontario/
